pilseta,spiediens,temperatura,veja_atrums,veja_virziens,brazmas,nokrisni_1h,relativais_mitrums,sajutu_temperatura,sniegs,makoni,nokrisnu_varbutiba,uvi_indekss
Valka,1030.3,18.9,2.7,353.4,7.3,0.0,32.7,15.3,0.0,0.0,0.0,3.0
Valka,1030.2,18.9,2.6,359.1,7.3,0.0,33.5,15.5,0.0,0.0,0.0,1.9
Valka,1030.1,18.8,2.6,360.0,6.9,0.0,35.7,15.4,0.0,1.2,0.0,1.1
Valka,1030.0,18.1,2.7,9.1,6.5,0.0,38.2,14.8,0.0,0.3,0.0,0.5
Valka,1029.9,16.1,2.3,10.0,5.8,0.0,42.5,13.0,0.0,0.0,0.0,0.2
Valka,1030.2,14.3,1.3,1.4,4.5,0.0,53.5,12.3,0.0,1.0,0.0,0.0
Valka,1030.9,12.3,2.0,70.0,4.1,0.0,59.7,9.7,0.0,0.0,0.0,0.0
Valka,1031.3,10.6,1.9,54.3,3.8,0.0,62.2,7.9,0.0,0.0,0.0,0.0
Sigulda,1029.1,5.4,1.0,259.0,1.0,0.0,82.1,3.1,0.0,40.0,0.0,0.0
Sigulda,1029.4,4.6,0.8,296.7,0.8,0.0,85.3,2.4,0.0,40.0,0.0,0.0
Sigulda,1029.8,4.1,0.9,17.9,0.9,0.0,86.6,1.8,0.0,40.0,0.0,0.0
Sigulda,1030.0,3.7,1.0,48.1,1.2,0.0,87.2,1.2,0.0,40.0,0.0,0.0
Sigulda,1030.3,3.2,1.1,19.5,1.2,0.0,88.3,0.7,0.0,40.0,0.0,0.0
Sigulda,1030.7,3.0,1.4,28.0,1.5,0.0,88.7,1.8,0.0,40.0,0.0,0.0
Sigulda,1031.0,3.4,1.7,29.9,2.2,0.0,87.6,1.9,0.0,40.0,0.0,0.1
Sigulda,1031.4,5.6,2.0,28.5,3.2,0.0,78.5,4.0,0.0,40.0,0.0,0.4
Sigulda,1031.5,7.3,2.1,30.0,4.0,0.0,69.4,5.9,0.0,27.9,0.0,1.0
Sigulda,1031.4,9.8,1.8,38.5,4.2,0.0,61.9,9.1,0.0,10.9,0.0,1.8
Sigulda,1031.4,12.3,1.8,28.5,4.7,0.0,54.9,9.6,0.0,5.1,0.0,2.9
Sigulda,1031.3,13.8,1.7,19.9,4.7,0.0,48.7,11.2,0.0,5.7,0.0,3.9
Sigulda,1031.3,15.3,1.8,18.5,4.6,0.0,44.9,12.6,0.0,13.0,0.0,4.7
Sigulda,1031.2,16.3,1.9,8.9,4.7,0.0,43.0,13.6,0.0,13.0,0.0,5.1
Sigulda,1030.9,17.2,2.0,358.5,5.2,0.0,41.3,14.4,0.0,13.5,0.0,4.9
Sigulda,1030.6,17.9,2.2,358.1,5.6,0.0,39.9,15.0,0.0,3.4,0.0,4.2
Sigulda,1030.4,18.1,2.3,359.8,5.7,0.0,39.1,15.1,0.0,0.3,0.0,3.2
Sigulda,1030.3,18.2,2.5,354.4,6.3,0.0,40.5,15.2,0.0,0.0,0.0,2.1
Sigulda,1030.2,17.9,2.9,352.7,6.3,0.0,43.6,14.8,0.0,0.0,0.0,1.2
Sigulda,1030.0,17.0,2.9,352.7,5.9,0.0,48.7,14.1,0.0,0.0,0.0,0.6
Sigulda,1030.0,15.0,2.3,356.6,5.2,0.0,54.3,12.4,0.0,0.0,0.0,0.2
Sigulda,1030.4,13.4,2.2,348.2,4.4,0.0,60.2,10.9,0.0,0.0,0.0,0.0
Sigulda,1030.9,11.3,1.8,10.0,4.0,0.0,66.4,9.0,0.0,0.0,0.0,0.0
Sigulda,1031.1,9.6,1.8,26.7,3.1,0.0,73.8,8.8,0.0,0.0,0.0,0.0
Olaine,1029.4,6.2,1.2,291.3,2.1,0.0,82.3,3.9,0.0,40.0,0.0,0.0
Olaine,1029.7,5.5,1.3,305.1,2.1,0.0,86.5,3.3,0.0,40.0,0.0,0.0
Olaine,1029.9,4.9,1.1,293.9,2.1,0.0,89.6,2.6,0.0,40.0,0.0,0.0
Olaine,1030.1,4.3,1.0,274.0,1.8,0.0,92.3,2.1,0.0,40.0,0.0,0.0
Olaine,1030.3,3.9,1.2,286.3,1.8,0.0,93.7,1.6,0.0,40.0,0.0,0.0
Olaine,1030.6,3.6,1.0,320.0,2.0,0.0,94.7,1.3,0.0,40.0,0.0,0.0
Olaine,1031.0,3.5,1.0,327.6,1.9,0.0,94.3,1.2,0.0,39.8,0.0,0.1
Olaine,1031.4,5.1,1.2,340.0,2.3,0.0,86.1,2.8,0.0,28.4,0.0,0.4
Olaine,1031.5,8.1,1.9,33.7,4.3,0.0,69.5,7.0,0.0,15.5,0.0,0.9
Olaine,1031.5,10.5,2.3,40.0,5.6,0.0,57.2,7.3,0.0,14.9,0.0,1.7
Olaine,1031.5,12.8,2.3,37.5,6.1,0.0,51.1,9.6,0.0,24.1,0.0,2.7
Olaine,1031.5,13.3,2.4,30.0,6.4,0.0,45.8,10.0,0.0,35.7,0.0,3.8
Olaine,1031.4,14.6,2.5,20.0,6.9,0.0,41.8,11.2,0.0,39.2,0.0,4.6
Olaine,1031.4,15.2,3.1,356.2,8.1,0.0,42.3,11.4,0.0,39.0,0.0,5.0
Olaine,1031.4,15.4,3.7,350.0,9.0,0.0,44.6,11.4,0.0,35.5,0.0,4.8
Olaine,1031.3,15.4,4.0,350.0,9.5,0.0,46.0,11.3,0.0,39.3,0.0,4.2
Olaine,1031.2,15.2,3.9,351.2,9.4,0.0,47.1,11.1,0.0,37.6,0.0,3.3
Olaine,1031.1,15.5,3.7,350.0,9.1,0.0,46.4,11.6,0.0,27.7,0.0,2.2
Olaine,1031.0,15.2,3.5,360.0,8.5,0.0,46.1,11.3,0.0,30.8,0.0,1.3
Olaine,1030.8,14.8,3.4,360.0,7.8,0.0,46.4,11.0,0.0,9.6,0.0,0.6
Olaine,1030.6,13.0,3.2,360.0,7.3,0.0,51.4,9.3,0.0,1.0,0.0,0.2
Olaine,1030.8,11.8,2.6,360.0,6.6,0.0,60.4,8.7,0.0,0.6,0.0,0.0
Olaine,1031.0,10.3,2.4,358.7,5.3,0.0,67.7,7.4,0.0,23.6,0.0,0.0
Olaine,1031.2,9.2,2.2,350.0,4.8,0.0,75.9,8.0,0.0,40.0,0.0,0.0
Ainaži,1029.2,9.2,4.2,346.3,4.3,0.0,65.7,6.9,0.0,0.4,0.0,0.0
Ainaži,1029.5,8.1,4.0,352.0,4.0,0.0,65.4,5.8,0.0,0.4,0.0,0.0
Ainaži,1029.9,7.1,3.4,38.7,3.9,0.0,72.2,4.8,0.0,0.4,0.0,0.0
Ainaži,1030.3,5.6,2.6,78.2,3.7,0.0,81.0,3.6,0.0,0.2,0.0,0.0
Ainaži,1030.6,4.8,2.4,69.6,3.5,0.0,83.1,2.7,0.0,0.0,0.0,0.0
Ainaži,1031.0,4.3,2.4,70.3,3.6,0.0,84.8,2.2,0.0,0.0,0.0,0.0
Ainaži,1031.3,4.5,2.3,59.6,3.6,0.0,85.9,2.4,0.0,0.0,0.0,0.1
Ainaži,1031.6,5.9,2.0,62.6,3.5,0.0,81.7,4.4,0.0,0.0,0.0,0.4
Ainaži,1031.7,7.8,2.4,39.3,3.5,0.0,70.9,6.3,0.0,0.0,0.0,1.0
Ainaži,1031.8,9.9,2.4,30.0,3.7,0.0,59.5,8.6,0.0,0.0,0.0,1.8
Ainaži,1031.9,12.0,2.7,0.7,3.9,0.0,54.2,8.6,0.0,0.0,0.0,2.8
Ainaži,1032.0,12.6,3.7,332.0,4.8,0.0,55.8,8.7,0.0,0.0,0.0,3.9
Ainaži,1032.2,13.2,4.6,330.0,5.9,0.0,53.1,8.6,0.0,0.0,0.0,4.7
Ainaži,1032.4,13.4,5.0,325.6,6.4,0.0,54.0,8.6,0.0,0.0,0.0,5.0
Ainaži,1032.3,13.7,5.3,320.0,6.8,0.0,56.0,8.9,0.0,0.0,0.0,4.8
Ainaži,1032.0,14.2,5.1,320.0,7.1,0.0,58.7,9.7,0.0,0.0,0.0,4.2
Ainaži,1031.8,14.5,4.9,320.0,7.4,0.0,58.4,10.2,0.0,0.0,0.0,3.2
Ainaži,1031.8,14.4,5.1,320.0,7.5,0.0,59.4,10.0,0.0,0.0,0.0,2.2
Ainaži,1031.7,14.2,5.2,325.6,7.6,0.0,60.5,9.8,0.0,0.0,0.0,1.3
Ainaži,1031.3,14.0,5.0,330.0,7.7,0.0,62.7,9.8,0.0,0.0,0.0,0.6
Ainaži,1031.0,12.8,4.6,339.7,7.3,0.0,66.1,8.8,0.0,0.0,0.0,0.2
Ainaži,1031.1,12.4,4.2,349.3,6.9,0.0,71.1,8.8,0.0,0.0,0.0,0.0
Ainaži,1031.4,11.9,3.9,358.6,6.3,0.0,76.5,8.6,0.0,0.0,0.0,0.0
Ainaži,1031.5,11.3,3.7,9.3,5.5,0.0,79.2,8.3,0.0,0.0,0.0,0.0
Salaspils,1029.2,6.6,1.9,333.7,2.8,0.0,78.8,5.3,0.0,40.0,0.0,0.0
Salaspils,1029.5,5.9,1.7,343.7,2.6,0.0,83.9,4.8,0.0,40.0,0.0,0.0
Salaspils,1029.8,5.3,1.5,339.9,2.4,0.0,87.1,4.3,0.0,40.0,0.0,0.0
Salaspils,1030.0,4.8,1.2,321.2,2.1,0.0,89.6,2.5,0.0,40.0,0.0,0.0
Salaspils,1030.2,4.4,1.3,331.7,2.0,0.0,90.9,2.0,0.0,40.0,0.0,0.0
Salaspils,1030.5,3.9,1.7,28.4,2.7,0.0,90.0,2.5,0.0,40.0,0.0,0.0
Salaspils,1030.9,3.7,2.0,37.2,3.3,0.0,87.7,1.7,0.0,38.0,0.0,0.1
Tukums,1031.2,14.2,3.3,30.0,7.2,0.0,40.3,10.0,0.0,0.0,0.0,0.6
Tukums,1031.1,12.4,3.0,30.9,6.8,0.0,48.3,8.5,0.0,0.0,0.0,0.2
Tukums,1031.2,11.1,2.4,30.0,5.9,0.0,55.6,7.9,0.0,0.0,0.0,0.0
Tukums,1031.5,9.5,2.2,20.0,4.8,0.0,62.0,8.4,0.0,15.8,0.0,0.0
Tukums,1031.6,8.3,2.4,16.6,4.4,0.0,67.4,6.9,0.0,40.0,0.0,0.0
Salaspils,1031.3,5.4,2.0,34.2,3.7,0.0,79.8,3.8,0.0,25.4,0.0,0.4
Salaspils,1031.4,7.4,2.3,34.2,4.7,0.0,69.9,5.9,0.0,8.8,0.0,0.9
Salaspils,1031.4,10.1,2.1,30.5,4.9,0.0,62.0,7.2,0.0,5.6,0.0,1.8
Salaspils,1031.4,12.7,2.0,30.4,5.3,0.0,55.4,10.0,0.0,11.0,0.0,2.8
Salaspils,1031.3,14.2,1.9,25.6,5.4,0.0,49.7,11.5,0.0,24.3,0.0,3.8
Salaspils,1031.3,15.6,1.9,10.0,5.5,0.0,45.4,12.9,0.0,25.7,0.0,4.6
Salaspils,1031.2,16.7,2.2,0.9,5.9,0.0,42.8,13.8,0.0,19.7,0.0,5.0
Salaspils,1031.0,17.5,2.8,353.9,7.0,0.0,43.4,14.4,0.0,15.0,0.0,4.9
Salaspils,1030.9,17.0,4.2,344.7,9.1,0.0,47.6,13.1,0.0,24.2,0.0,4.2
Salaspils,1030.8,16.6,4.3,350.0,9.3,0.0,48.8,12.7,0.0,26.7,0.0,3.2
Salaspils,1030.7,16.7,4.3,350.0,9.2,0.0,49.3,12.8,0.0,6.4,0.0,2.2
Salaspils,1030.6,16.4,4.2,350.0,8.9,0.0,49.7,12.5,0.0,4.3,0.0,1.2
Salaspils,1030.5,15.5,4.0,350.0,8.3,0.0,49.8,11.7,0.0,1.4,0.0,0.6
Salaspils,1030.3,13.7,3.7,350.0,7.6,0.0,53.2,9.9,0.0,0.0,0.0,0.2
Salaspils,1030.5,12.5,3.0,350.0,6.9,0.0,61.1,9.2,0.0,0.1,0.0,0.0
Salaspils,1030.8,10.9,2.5,350.0,5.4,0.0,72.0,8.2,0.0,7.7,0.0,0.0
Salaspils,1031.0,9.5,2.2,360.0,4.4,0.0,80.0,8.4,0.0,39.0,0.0,0.0
Smiltene,1028.6,6.6,2.2,276.9,3.9,0.0,63.9,5.0,0.0,40.0,0.0,0.0
Smiltene,1029.1,5.6,1.9,279.7,3.6,0.0,69.0,4.2,0.0,40.0,0.0,0.0
Smiltene,1029.5,4.9,1.6,286.9,3.0,0.0,73.0,3.7,0.0,40.0,0.0,0.0
Smiltene,1029.7,4.1,1.4,280.2,2.6,0.0,78.1,3.0,0.0,40.0,0.0,0.0
Smiltene,1030.1,3.6,1.2,263.6,2.3,0.0,82.4,0.9,0.0,40.0,0.0,0.0
Ādaži,1029.2,6.8,1.4,271.3,3.1,0.0,84.4,5.3,0.0,40.0,0.0,0.0
Ādaži,1029.5,6.1,1.2,226.4,2.2,0.0,88.8,4.0,0.0,40.0,0.0,0.0
Ādaži,1029.8,5.5,1.0,251.0,1.9,0.0,91.2,3.5,0.0,40.0,0.0,0.0
Ādaži,1030.1,4.9,0.9,332.3,1.7,0.0,92.7,2.9,0.0,40.0,0.0,0.0
Ādaži,1030.3,4.5,1.0,9.7,1.9,0.0,92.4,2.3,0.0,40.0,0.0,0.0
Ādaži,1030.7,4.0,1.2,31.1,2.2,0.0,92.2,1.8,0.0,40.0,0.0,0.0
Ādaži,1031.1,4.3,1.5,21.6,2.8,0.0,87.5,3.1,0.0,40.0,0.0,0.1
Ādaži,1031.5,6.4,2.0,30.5,4.1,0.0,76.3,5.0,0.0,40.0,0.0,0.4
Ādaži,1031.6,7.9,2.2,50.0,5.0,0.0,67.4,6.6,0.0,28.7,0.0,1.0
Ādaži,1031.5,10.3,1.9,40.0,5.2,0.0,60.0,7.4,0.0,14.0,0.0,1.8
Ādaži,1031.4,12.7,2.0,25.4,5.5,0.0,53.2,9.8,0.0,13.9,0.0,2.8
Ādaži,1031.5,14.0,2.2,12.4,6.3,0.0,49.1,11.0,0.0,14.3,0.0,3.8
Ādaži,1031.6,14.8,3.0,345.2,7.8,0.0,50.0,11.4,0.0,24.8,0.0,4.7
Ādaži,1031.6,14.2,3.7,340.0,9.0,0.0,51.0,10.3,0.0,35.5,0.0,5.1
Ādaži,1031.6,15.0,4.2,340.5,9.8,0.0,51.6,11.0,0.0,12.6,0.0,4.9
Ādaži,1031.5,15.0,4.3,340.5,10.1,0.0,51.4,10.9,0.0,2.0,0.0,4.2
Ādaži,1031.3,15.0,4.3,344.2,9.9,0.0,52.0,11.0,0.0,0.5,0.0,3.3
Ādaži,1031.2,15.1,4.0,344.2,9.6,0.0,52.4,11.2,0.0,0.0,0.0,2.2
Ādaži,1031.0,15.0,4.0,344.2,9.0,0.0,50.8,11.0,0.0,0.0,0.0,1.2
Ādaži,1030.8,14.3,4.0,344.2,8.6,0.0,56.9,10.6,0.0,0.0,0.0,0.6
Ādaži,1030.6,12.6,3.8,350.0,8.3,0.0,64.3,9.0,0.0,0.0,0.0,0.2
Ādaži,1030.7,11.6,3.2,350.5,7.7,0.0,71.0,8.6,0.0,0.0,0.0,0.0
Ādaži,1031.0,10.4,2.5,350.5,6.1,0.0,76.5,7.9,0.0,1.4,0.0,0.0
Ādaži,1031.2,9.3,2.2,0.5,4.7,0.0,82.7,8.2,0.0,17.1,0.0,0.0
Varakļāni,1027.8,7.2,2.1,310.0,3.4,0.0,64.3,5.8,0.0,40.0,0.0,0.0
Varakļāni,1028.3,6.6,2.1,320.2,3.4,0.0,66.7,5.1,0.0,40.0,0.0,0.0
Varakļāni,1028.7,6.0,1.9,330.0,2.9,0.0,70.2,4.5,0.0,40.0,0.0,0.0
Varakļāni,1028.8,5.3,2.0,335.4,2.7,0.0,73.2,3.7,0.0,40.0,0.0,0.0
Varakļāni,1029.1,5.0,2.0,350.9,2.9,0.0,76.3,3.3,0.0,40.0,0.0,0.0
Varakļāni,1029.5,4.7,2.1,345.4,3.0,0.0,79.2,2.9,0.0,40.0,0.0,0.0
Varakļāni,1029.9,5.2,2.2,355.4,3.2,0.0,79.6,3.4,0.0,40.0,0.0,0.2
Varakļāni,1030.2,6.5,1.9,0.2,3.4,0.0,74.9,5.2,0.0,36.6,0.0,0.5
Varakļāni,1030.4,8.7,2.4,20.0,3.6,0.0,67.8,7.3,0.0,19.3,0.0,1.1
Varakļāni,1030.5,11.1,2.4,44.6,4.1,0.0,61.0,8.0,0.0,9.8,0.0,2.0
Varakļāni,1030.5,13.3,2.4,44.9,4.4,0.0,57.2,10.5,0.0,11.8,0.0,3.1
Varakļāni,1030.4,14.5,2.3,25.1,5.0,0.0,52.3,11.8,0.0,19.5,0.0,4.1
Varakļāni,1030.3,15.8,2.6,10.2,5.5,0.0,48.7,12.8,0.0,13.7,0.0,4.9
Varakļāni,1030.2,16.7,2.9,15.4,6.1,0.0,46.1,13.5,0.0,8.2,0.0,5.1
Varakļāni,1029.9,17.5,3.0,15.4,6.5,0.0,43.8,14.3,0.0,9.8,0.0,4.9
Varakļāni,1029.7,18.3,3.1,25.1,6.7,0.0,41.7,15.1,0.0,9.0,0.0,4.1
Varakļāni,1029.5,18.7,3.0,25.1,6.8,0.0,40.1,15.4,0.0,10.8,0.0,3.1
Varakļāni,1029.3,18.8,3.1,25.4,6.8,0.0,39.1,15.4,0.0,15.9,0.0,2.0
Varakļāni,1029.0,18.7,3.0,25.4,6.5,0.0,38.4,15.3,0.0,20.8,0.0,1.1
Varakļāni,1028.9,18.1,3.0,35.4,6.4,0.0,40.5,14.8,0.0,11.8,0.0,0.5
Varakļāni,1029.1,15.9,2.4,50.0,5.8,0.0,47.0,13.0,0.0,11.7,0.0,0.2
Varakļāni,1029.8,14.0,2.5,50.0,5.7,0.0,49.5,10.9,0.0,4.3,0.0,0.0
Varakļāni,1030.0,11.4,1.9,40.0,4.6,0.0,54.9,8.4,0.0,3.0,0.0,0.0
Varakļāni,1030.3,9.5,2.1,40.0,3.4,0.0,61.0,8.5,0.0,0.0,0.0,0.0
Kolka,1029.8,7.5,2.6,310.7,4.0,0.0,72.3,5.8,0.0,0.6,0.0,0.0
Kolka,1030.1,7.1,2.4,323.7,4.0,0.0,72.8,5.5,0.0,1.8,0.0,0.0
Kolka,1030.4,6.6,2.3,348.9,3.7,0.0,73.7,5.0,0.0,1.8,0.0,0.0
Kolka,1030.7,6.3,1.9,351.8,3.4,0.0,75.3,4.9,0.0,1.8,0.0,0.0
Kolka,1031.0,5.9,1.9,356.8,3.0,0.0,77.4,4.5,0.0,1.3,3.1,0.0
Kolka,1031.2,6.0,1.8,20.8,2.9,0.0,78.0,4.7,0.0,4.0,6.2,0.0
Kolka,1031.5,6.7,2.0,44.9,3.1,0.0,77.3,5.3,0.0,3.8,9.3,0.1
Kolka,1031.9,8.2,1.7,86.9,3.2,0.0,73.9,7.2,0.0,0.0,8.5,0.4
Kolka,1031.9,9.4,1.7,98.5,3.3,0.0,69.7,8.6,0.0,0.0,7.7,0.9
Kolka,1032.1,10.1,1.8,91.7,3.7,0.0,64.6,7.5,0.0,0.0,7.0,1.7
Kolka,1032.3,10.8,1.7,72.3,4.0,0.0,62.3,8.3,0.0,0.0,6.0,2.7
Kolka,1032.6,11.4,1.8,72.3,4.1,0.0,61.1,8.8,0.0,0.0,5.1,3.8
Kolka,1032.9,11.7,1.8,73.0,4.2,0.0,61.0,9.2,0.0,0.0,4.1,4.6
Kolka,1033.1,12.1,2.0,53.3,4.5,0.0,59.9,9.4,0.0,3.6,3.6,5.1
Kolka,1032.8,12.3,1.8,86.5,4.5,0.0,57.6,9.8,0.0,1.9,3.0,5.0
Kolka,1032.6,12.5,1.6,61.2,4.2,0.0,57.6,10.1,0.0,0.1,2.4,4.4
Kolka,1032.6,12.6,1.7,39.6,4.1,0.0,57.2,10.2,0.0,0.0,1.9,3.4
Kolka,1032.4,12.7,1.8,354.7,4.0,0.0,56.3,10.1,0.0,0.0,1.4,2.3
Kolka,1032.3,12.5,2.1,331.4,4.2,0.0,55.8,9.7,0.0,0.0,0.9,1.4
Kolka,1032.0,12.0,2.4,313.7,4.4,0.0,57.6,9.0,0.0,0.0,1.0,0.7
Kolka,1031.6,11.6,2.3,323.7,4.2,0.0,63.3,8.8,0.0,0.0,1.1,0.3
Kolka,1031.6,11.1,2.0,301.4,3.8,0.0,69.5,8.7,0.0,0.0,1.1,0.1
Kolka,1031.9,10.3,1.8,274.8,3.1,0.0,78.1,8.6,0.0,0.0,0.7,0.0
Kolka,1032.1,9.7,2.5,348.3,3.4,0.0,82.3,7.6,0.0,0.0,0.4,0.0
Smiltene,1030.6,3.0,1.3,270.3,2.1,0.0,85.5,0.3,0.0,40.0,0.0,0.0
Smiltene,1030.9,3.3,1.3,263.6,2.1,0.0,85.4,0.6,0.0,40.0,0.0,0.2
Smiltene,1031.2,4.9,1.2,290.7,2.4,0.0,76.0,2.3,0.0,28.8,0.0,0.5
Smiltene,1031.4,6.9,1.3,326.9,3.2,0.0,68.1,4.9,0.0,4.3,0.0,1.0
Smiltene,1031.3,9.6,1.2,10.0,3.9,0.0,60.0,7.1,0.0,2.9,0.0,1.9
Smiltene,1031.2,12.5,1.4,17.3,4.7,0.0,53.7,10.1,0.0,7.1,0.0,3.0
Smiltene,1031.1,13.4,1.7,20.5,5.5,0.0,48.3,10.7,0.0,32.9,0.0,4.0
Smiltene,1031.1,14.9,1.8,20.5,5.8,0.0,44.1,12.0,0.0,36.4,0.0,4.8
Smiltene,1030.8,16.5,1.9,10.0,6.0,0.0,41.3,13.8,0.0,17.4,0.0,5.0
Smiltene,1030.5,17.5,2.1,360.0,6.4,0.0,38.5,14.6,0.0,1.1,0.0,4.8
Smiltene,1030.2,18.5,2.3,350.2,6.7,0.0,36.2,15.4,0.0,0.1,0.0,4.1
Smiltene,1030.0,18.8,2.6,360.0,6.9,0.0,35.4,15.5,0.0,0.0,0.0,3.1
Smiltene,1029.9,18.8,2.7,0.5,6.9,0.0,34.4,15.4,0.0,0.0,0.0,2.1
Smiltene,1029.8,18.6,2.8,10.0,6.8,0.0,33.5,15.1,0.0,0.0,0.0,1.1
Smiltene,1029.7,17.9,2.9,10.0,6.5,0.0,35.2,14.3,0.0,0.0,0.0,0.5
Smiltene,1029.7,15.9,2.6,10.0,6.0,0.0,39.8,12.4,0.0,0.0,0.0,0.2
Smiltene,1030.0,14.1,1.7,11.0,4.8,0.0,50.2,11.5,0.0,0.7,0.0,0.0
Smiltene,1030.5,11.5,1.3,104.5,3.0,0.0,59.5,9.2,0.0,0.7,0.0,0.0
Smiltene,1031.1,9.6,1.5,113.4,2.6,0.0,67.4,9.0,0.0,0.0,0.0,0.0
Mastarīga,1027.7,7.3,2.1,320.0,2.9,0.0,65.1,6.0,0.0,40.0,0.0,0.0
Mastarīga,1028.2,6.9,2.2,330.0,3.0,0.0,67.4,5.4,0.0,40.0,0.0,0.0
Mastarīga,1028.5,6.4,2.2,330.0,3.0,0.0,68.6,4.8,0.0,40.0,0.0,0.0
Mastarīga,1028.7,5.8,2.2,340.0,3.2,0.0,70.7,4.1,0.0,40.0,0.0,0.0
Mastarīga,1029.1,5.3,2.1,349.5,3.2,0.0,74.1,3.6,0.0,40.0,0.0,0.0
Mastarīga,1029.5,4.7,2.0,350.3,3.0,0.0,78.6,3.0,0.0,40.0,0.0,0.0
Mastarīga,1029.9,4.5,1.9,350.3,2.9,0.0,80.5,2.9,0.0,20.3,0.0,0.2
Mastarīga,1030.3,6.4,2.0,5.6,3.3,0.0,74.1,5.1,0.0,6.4,0.1,0.5
Mastarīga,1030.5,8.6,2.1,10.0,3.8,0.0,66.6,7.4,0.0,6.4,0.2,1.1
Mastarīga,1030.6,11.3,2.2,46.0,4.5,0.0,58.9,8.3,0.0,9.9,0.3,2.0
Mastarīga,1030.5,13.5,2.0,46.0,4.9,0.0,54.8,10.9,0.0,18.2,0.2,3.1
Mastarīga,1030.4,14.9,2.1,26.3,5.1,0.0,49.5,12.1,0.0,13.6,0.1,4.1
Mastarīga,1030.3,16.1,2.4,20.0,5.5,0.0,46.0,13.2,0.0,9.6,0.0,4.8
Mastarīga,1030.1,17.2,2.6,14.0,5.8,0.0,44.3,14.3,0.0,16.0,0.0,5.0
Mastarīga,1029.8,18.0,2.7,14.0,6.1,0.0,41.9,14.9,0.0,15.7,0.0,4.7
Mastarīga,1029.6,18.7,2.9,14.0,6.5,0.0,39.4,15.5,0.0,3.0,0.0,4.0
Mastarīga,1029.5,19.0,2.9,20.0,6.4,0.0,38.3,15.8,0.0,0.4,0.0,2.9
Mastarīga,1029.3,19.1,3.0,30.0,6.3,0.0,37.7,15.7,0.0,0.1,0.0,1.9
Mastarīga,1029.2,18.8,3.2,30.0,6.2,0.0,37.9,15.2,0.0,1.3,0.0,1.1
Mastarīga,1029.3,17.8,3.8,34.0,6.7,0.0,38.8,13.7,0.0,0.1,0.0,0.5
Mastarīga,1029.7,15.3,3.3,34.0,6.3,0.0,42.0,11.4,0.0,0.0,0.0,0.2
Mastarīga,1030.0,13.2,2.2,30.0,5.3,0.0,49.6,10.1,0.0,0.0,0.0,0.0
Mastarīga,1030.2,10.5,2.0,20.0,3.8,0.0,56.3,7.5,0.0,0.0,0.0,0.0
Mastarīga,1030.5,8.8,2.0,16.0,3.7,0.0,64.0,7.8,0.0,0.0,0.0,0.0
